study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA175224	SRP015779	SAMN01178414	SRS363878	SRX187518	SRR579274	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	242422	56137842	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7862-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7862-WGS	Illumina-MiSeq-Multiplexed-2-WGS-7862-paired-screened	25267008;27156278	abd8ffe7526faa25d1a563c304bd5120;de55d94f014f764ac790597a4f6dd26e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579274/SRR579274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579274/SRR579274_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579274/SRR579274_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579274/SRR579274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579274/SRR579274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579274/SRR579274_2.fastq.gz							44890195	2cac665e9b18430bc0c721df03a5f2cb	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579274	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579274	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579274				7862-WGS		Healthy Sample 7862 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178402	SRS363758	SRX187506	SRR579275	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	54630	12414322	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7844-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7844-WGS	Illumina-MiSeq-Multiplexed-1-WGS-7844-paired-screened	6035062;5719412	82faed6f78601a20363039bae5ccdf5c;238e5525dedfbeaa14794aa8d23ed275	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579275/SRR579275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579275/SRR579275_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579275/SRR579275_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579275/SRR579275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579275/SRR579275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579275/SRR579275_2.fastq.gz							9971638	af5a775e16ec24c0f00e45da52783cae	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579275	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579275	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579275				7844-WGS		Healthy Sample 7844 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178415	SRS363879	SRX187519	SRR579276	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	161460	39490866	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7870-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7870-WGS	Illumina-MiSeq-Multiplexed-3-WGS-7870-paired-screened	19499278;17489965	1daecf6fc1539d6303f5e027a0816dbb;b28a13321c03c258afbe06d7979c7687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579276/SRR579276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579276/SRR579276_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579276/SRR579276_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579276/SRR579276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579276/SRR579276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579276/SRR579276_2.fastq.gz							31586446	dff3ff365414f0b6d027f69031bab301	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579276	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579276	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579276				7870-WGS		Healthy Sample 7870 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178417	SRS363881	SRX187520	SRR579277	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	146538	34905152	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7848-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7848-WGS	Illumina-MiSeq-Multiplexed-4-WGS-7848-paired-screened	14951743;16805451	64cd52be05c8ae114324e0e7f8039fb9;7501b095ed698aae276ae6a006d5eb6d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579277/SRR579277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579277/SRR579277_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579277/SRR579277_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579277/SRR579277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579277/SRR579277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579277/SRR579277_2.fastq.gz							27480848	1dded2c9b2b2744b93ea6b12607a7a79	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579277	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579277	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579277				7848-WGS		Healthy Sample 7848 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178418	SRS363882	SRX187521	SRR579278	SRA058745	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	995201	212452129	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7855-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7855-WGS	Illumina-MiSeq-Multiplexed-5-WGS-7855-paired-screened	97717479;102350093	cf43062d7cc20b698546567ffa9da8ab;acd9a8b2c34f15bdb5beb2ea4bba865e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579278/SRR579278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579278/SRR579278_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579278/SRR579278_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579278/SRR579278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579278/SRR579278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579278/SRR579278_2.fastq.gz							168824797	0bf3981f3eaf7ddc37d92be76c9c941c	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579278	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579278	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579278				7855-WGS		Healthy Sample 7855 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178419	SRS363883	SRX187522	SRR579279	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	830987	183374483	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7860-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7860-WGS	Illumina-MiSeq-Multiplexed-6-WGS-7860-paired-screened	87143960;86827171	63005e41aea37be3e6dd2839cd51a1fa;b89c2ccf56264fb5d1630c20f7af7619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579279/SRR579279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579279/SRR579279_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579279/SRR579279_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579279/SRR579279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579279/SRR579279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579279/SRR579279_2.fastq.gz							146241885	14f13fc1391bb97c67ec03b8af1a0af0	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579279	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579279	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579279				7860-WGS		Healthy Sample 7860 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178420	SRS363884	SRX187523	SRR579280	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WXS	METAGENOMIC	RANDOM	344502	84987612	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 7861-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	7861-WGS	Illumina-MiSeq-Multiplexed-7-WGS-7861-paired-screened	41691539;38001434	262ce67f0cdb4d4ab28246295c05776e;3450ae1b53061e76114636456293bb18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579280/SRR579280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579280/SRR579280_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579280/SRR579280_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579280/SRR579280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579280/SRR579280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579280/SRR579280_2.fastq.gz							67688292	e91935c1bcddd7bc188255dc314e7535	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579280	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579280	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579280				7861-WGS		Healthy Sample 7861 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178421	SRS363885	SRX187524	SRR579281	SRA058745	9606	Homo sapiens	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	1166734	266495976	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 100176-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	100176-WGS	Illumina-MiSeq-Multiplexed-8-WGS-100176-paired-screened	125080664;124767385	f344c541ed3660414a4a22d3bf637b61;9383432966602ba97987fcc42c87e896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579281/SRR579281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579281/SRR579281_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579281/SRR579281_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579281/SRR579281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579281/SRR579281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579281/SRR579281_2.fastq.gz							210343593	18be7684839913df2ea52d18e0f71eff	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579281	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579281	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579281				100176-WGS		Crohn's Sample 100176 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178398	SRS516598	SRX187525	SRR579290	SRA058745	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	629011	148724111	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 100198-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	100198-WGS	Illumina-MiSeq-Multiplexed-9-WGS-100198-paired-screened	71261764;69632176	9989dcd187b10b88d5396317250f96ff;5904fd380d82b5550fd8593c777c8318	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579290/SRR579290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579290/SRR579290_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579290/SRR579290_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579290/SRR579290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579290/SRR579290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579290/SRR579290_2.fastq.gz							118896905	2e0b3d877746f6e8175387e0227c0f67	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579290	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579290	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579290				100198		Crohn's Disease Sample 100198 for Homo sapiens	0	2013-11-11
PRJNA175224	SRP015779	SAMN01178399	SRS516597	SRX187526	SRR579291	SRA058745	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		150	PAIRED	WGS	METAGENOMIC	RANDOM	509358	120011765	Harvard School of Public Health	2012-10-29	2015-06-19	Illumina MiSeq paired end sequencing; 100217-WGS	Dysfunction of the Intestinal Microbiome in Inflammatory Bowel Disease and Treatment	PRJNA175224	100217-WGS	Illumina-MiSeq-Multiplexed-10-WGS-100217-paired-screened	58168823;55493528	f9c564416d13979b9b612807fcf529f9;a139d1696bd02e034ddf0aff2d169b74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579291/SRR579291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579291/SRR579291_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579291/SRR579291_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR579/SRR579291/SRR579291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579291/SRR579291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579291/SRR579291_2.fastq.gz							96110313	b82b25f2b909e5e80d81768cae1c542e	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579291	fasp.sra.ebi.ac.uk:/vol1/srr/SRR579/SRR579291	ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579291				100217		Crohn's Disease Sample 100217 for Homo sapiens	0	2013-11-11
