study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA385949	SRP108708	SAMN07199956	SRS2255258	SRX2887236	SRR5650021	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p8883mo6		PAIRED	WGS	METAGENOMIC	RANDOM	16667468	3320167296	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p8883mo6	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p8883mo6	p8883_mo6.1_kneaddata_paired_1.fq.gz	920062972;897397420	d621a252ee7d89565353bc087ca29483;7bf384bbfccef2a8c010ab3db3248dfb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/001/SRR5650021/SRR5650021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/001/SRR5650021/SRR5650021_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/001/SRR5650021/SRR5650021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/001/SRR5650021/SRR5650021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/001/SRR5650021/SRR5650021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/001/SRR5650021/SRR5650021_2.fastq.gz							1375987005	86887ea0261907883dd2989556e00684	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/001/SRR5650021	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/001/SRR5650021	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/001/SRR5650021				p8883_mo6				2017-12-14
PRJNA385949	SRP108708	SAMN07199992	SRS2255257	SRX2887235	SRR5650022	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9223mo4		PAIRED	WGS	METAGENOMIC	RANDOM	14483590	2888819400	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9223mo4	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9223mo4	p9223_mo4.1_kneaddata_paired_2.fq.gz	798213775;779050730	93cb5b6e8b9c7795cdf69237545d763d;c4d6294418b89750c31f1c68ad9da8e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/002/SRR5650022/SRR5650022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/002/SRR5650022/SRR5650022_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/002/SRR5650022/SRR5650022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/002/SRR5650022/SRR5650022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/002/SRR5650022/SRR5650022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/002/SRR5650022/SRR5650022_2.fastq.gz							1199018010	fde4c06f5f4340b8aabd5ebfef135725	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/002/SRR5650022	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/002/SRR5650022	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/002/SRR5650022				p9223_mo4				2017-12-14
PRJNA385949	SRP108708	SAMN07199991	SRS2255256	SRX2887234	SRR5650023	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9223mo3		PAIRED	WGS	METAGENOMIC	RANDOM	17903345	3553994671	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9223mo3	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9223mo3	p9223_mo3.1_kneaddata_paired_1.fq.gz	922266342;908655479	9407f2e187e319c315b1671cfad9d773;044c8391fbcf568bda53ab3232a6b1cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/003/SRR5650023/SRR5650023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/003/SRR5650023/SRR5650023_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/003/SRR5650023/SRR5650023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/003/SRR5650023/SRR5650023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/003/SRR5650023/SRR5650023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/003/SRR5650023/SRR5650023_2.fastq.gz							1346696626	ce9c8550c6af90eb44e92161cb270fa9	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/003/SRR5650023	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/003/SRR5650023	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/003/SRR5650023				p9223_mo3				2017-12-14
PRJNA385949	SRP108708	SAMN07199990	SRS2255255	SRX2887233	SRR5650024	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9223mo2		PAIRED	WGS	METAGENOMIC	RANDOM	20423602	4050562825	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9223mo2	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9223mo2	p9223_mo2.1_kneaddata_paired_2.fq.gz	1076537011;1040203068	d495d052ac236573a9da8378ab253a56;bca80e09d614db1fd01d614367252c50	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/004/SRR5650024/SRR5650024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/004/SRR5650024/SRR5650024_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/004/SRR5650024/SRR5650024_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/004/SRR5650024/SRR5650024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/004/SRR5650024/SRR5650024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/004/SRR5650024/SRR5650024_2.fastq.gz							1546173783	ef95c946a36b7ae667c2498ddbde2ee0	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/004/SRR5650024	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/004/SRR5650024	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/004/SRR5650024				p9223_mo2				2017-12-14
PRJNA385949	SRP108708	SAMN07199989	SRS2255254	SRX2887232	SRR5650025	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9223mo1		PAIRED	WGS	METAGENOMIC	RANDOM	19767540	3920680427	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9223mo1	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9223mo1	p9223_mo1.1_kneaddata_paired_1.fq.gz	1036554001;1009420637	6edaf6f4240b2985c31f32a8f1831b81;5714a199658f25d1bb0bc575ca3ee92b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/005/SRR5650025/SRR5650025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/005/SRR5650025/SRR5650025_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/005/SRR5650025/SRR5650025_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/005/SRR5650025/SRR5650025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/005/SRR5650025/SRR5650025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/005/SRR5650025/SRR5650025_2.fastq.gz							1492441241	f4f38e9c4e3cc86625ec969576480964	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/005/SRR5650025	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/005/SRR5650025	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/005/SRR5650025				p9223_mo1				2017-12-14
PRJNA385949	SRP108708	SAMN07199988	SRS2255253	SRX2887231	SRR5650026	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9220mo7		PAIRED	WGS	METAGENOMIC	RANDOM	6017662	1192711557	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9220mo7	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9220mo7	p9220_mo7.1_kneaddata_paired_1.fq.gz	316270935;316394150	8438b55bc9301263b5855061bbc885cb;26fa1fd3e4a8e5df526e3eb93a8d5a4c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/006/SRR5650026/SRR5650026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/006/SRR5650026/SRR5650026_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/006/SRR5650026/SRR5650026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/006/SRR5650026/SRR5650026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/006/SRR5650026/SRR5650026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/006/SRR5650026/SRR5650026_2.fastq.gz							456037820	c2ac0cf65ecaccc90a4cd47ac5eb2fb4	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/006/SRR5650026	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/006/SRR5650026	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/006/SRR5650026				p9220_mo7				2017-12-14
PRJNA385949	SRP108708	SAMN07199987	SRS2255252	SRX2887230	SRR5650027	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9220mo6		PAIRED	WGS	METAGENOMIC	RANDOM	21762229	4281678085	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9220mo6	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9220mo6	p9220_mo6.1_kneaddata_paired_1.fq.gz	1180820056;1160671291	1bb22ea186eb9a3aff4f30ae11bc85f9;98b0182b26cf6baa386c140452de33d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/007/SRR5650027/SRR5650027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/007/SRR5650027/SRR5650027_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/007/SRR5650027/SRR5650027_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/007/SRR5650027/SRR5650027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/007/SRR5650027/SRR5650027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/007/SRR5650027/SRR5650027_2.fastq.gz							1738339423	a2bdbb951814345d81c0fd3c61267609	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/007/SRR5650027	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/007/SRR5650027	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/007/SRR5650027				p9220_mo6				2017-12-14
PRJNA385949	SRP108708	SAMN07199986	SRS2255251	SRX2887229	SRR5650028	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9220mo5		PAIRED	WGS	METAGENOMIC	RANDOM	21733574	4312472068	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9220mo5	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9220mo5	p9220_mo5.1_kneaddata_paired_1.fq.gz	1142360307;1120910707	757de37105aa938bed27ffeafaa5075c;99d30d4a9ff5d4551d55752cbffe711a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/008/SRR5650028/SRR5650028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/008/SRR5650028/SRR5650028_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/008/SRR5650028/SRR5650028_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/008/SRR5650028/SRR5650028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/008/SRR5650028/SRR5650028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/008/SRR5650028/SRR5650028_2.fastq.gz							1642820202	21b9b3ccbf9c268be2fa81937dde4e21	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/008/SRR5650028	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/008/SRR5650028	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/008/SRR5650028				p9220_mo5				2017-12-14
PRJNA385949	SRP108708	SAMN07199985	SRS2255250	SRX2887228	SRR5650029	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9220mo4		PAIRED	WGS	METAGENOMIC	RANDOM	22171988	4356897499	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9220mo4	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9220mo4	p9220_mo4.1_kneaddata_paired_2.fq.gz	1214742824;1176943802	26cd1d2c9a4d602c55641839154d781b;ef13d2072707d81696efb932ed78130a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/009/SRR5650029/SRR5650029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/009/SRR5650029/SRR5650029_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/009/SRR5650029/SRR5650029_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/009/SRR5650029/SRR5650029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/009/SRR5650029/SRR5650029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/009/SRR5650029/SRR5650029_2.fastq.gz							1757697999	7085e247362ab7bb69508489ebdf38ee	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/009/SRR5650029	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/009/SRR5650029	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/009/SRR5650029				p9220_mo4				2017-12-14
PRJNA385949	SRP108708	SAMN07199984	SRS2255249	SRX2887227	SRR5650030	SRA571102	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	p9220mo3		PAIRED	WGS	METAGENOMIC	RANDOM	12630842	2512820257	SUB2752764	2017-12-14	2017-12-14	Illumina HiSeq 2000 sequencing; p9220mo3	Longitudinal Stool Study of patients with IBD and controls	PRJNA385949	p9220mo3	p9220_mo3.1_kneaddata_paired_1.fq.gz	710661722;704486251	bec9612946426cad5e3012cdc300865c;a1d3025b1919b8c26a46ff63206dcea2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/000/SRR5650030/SRR5650030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/000/SRR5650030/SRR5650030_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/000/SRR5650030/SRR5650030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR565/000/SRR5650030/SRR5650030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/000/SRR5650030/SRR5650030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR565/000/SRR5650030/SRR5650030_2.fastq.gz							1077414027	8580974ee4dfbd688bcb859467971e34	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/000/SRR5650030	fasp.sra.ebi.ac.uk:/vol1/srr/SRR565/000/SRR5650030	ftp.sra.ebi.ac.uk/vol1/srr/SRR565/000/SRR5650030				p9220_mo3				2017-12-14
